迭代	lr	测试准确率	测试混淆>5	测试混淆>10	应用准确率	应用混淆>5	应用混淆>10
992	0.01	0.994967459344	16	10	0.994593062192	32	22
993	0.005	0.999440828816	2	1	0.999441228312	6	4
994	0.05	0.679175533154	80	64	0.745697252569	96	79
995	0.01	0.99381805191	21	10	0.996667912947	30	21
996	0.005	0.999487426415	2	0	0.999326187082	9	5
997	0.05	0.996644972896	12	5	0.995065552958	32	21
998	0.01	0.999099113092	4	1	0.998118254167	12	7
999	0.005	0.999068048027	4	2	0.999219363082	7	4
1000	0.05	0.994330625495	13	9	0.996343332334	24	16
1001	0.01	0.999534024013	2	1	0.999375490466	6	5
1002	0.005	0.999021450428	5	1	0.9978594114	10	5
1003	0.05	0.99860207204	5	2	0.996741868023	11	8
1004	0.01	0.998369084047	6	3	0.999055018468	11	5
1005	0.005	0.998353551514	8	4	0.997962126784	19	10
1006	0.05	0.998571006974	6	2	0.996684347408	25	15
1007	0.01	0.998788462435	5	2	0.998405857242	14	10
1008	0.005	0.999642751744	1	0	0.999679528002	6	2
1009	0.05	0.975676053494	23	12	0.985319917335	32	23
1010	0.01	0.992466721548	8	5	0.995796886491	16	11
1011	0.005	0.999611686678	1	0	0.999387816312	7	4
1012	0.05	0.997157546481	8	3	0.993808316659	28	19
1013	0.01	0.999658284276	0	0	0.999642550464	5	3
1014	0.005	0.999875739737	0	0	0.999732940002	3	2
1015	0.05	0.988754446188	30	21	0.987070187476	39	31
1016	0.01	0.999316568553	3	2	0.999211145852	6	5
1017	0.005	0.998835060033	4	2	0.998364771088	18	7
1018	0.05	0.992901632469	12	6	0.992230608363	28	19
1019	0.01	0.996753700626	12	6	0.996100924028	18	11
1020	0.005	0.999223373355	3	0	0.998820827393	9	7
1021	0.05	0.989313617372	16	11	0.988364401313	27	23
1022	0.01	0.995169382271	7	5	0.99514361665	28	12
1023	0.005	0.999347633619	2	1	0.999050909853	12	6
1024	0.05	0.993258880726	16	11	0.994732755114	26	20
1025	0.01	0.999704881875	1	0	0.999091996006	7	4
1026	0.005	0.999580621612	1	0	0.999502857542	7	3
1027	0.05	0.973625759153	25	12	0.978585896767	34	23
1028	0.01	0.997701185132	8	3	0.994802601575	14	13
1029	0.005	0.999751479474	2	0	0.999827438155	2	1
1030	0.05	0.9988195275	8	1	0.99797445263	15	10
1031	0.01	0.984141283919	5	3	0.990891199757	11	7
