,,,,,,,,,,,,整型,,,,,
迭代,lr,验证准确率,验证混淆>5,验证混淆>10,测试准确率,测试混淆>5,测试混淆>10,应用准确率,应用混淆>5,应用混淆>10,,验证准确率,验证混淆>5,验证混淆>10,测试准确率,测试混淆>5,测试混淆>10
2962,0.05,0.963957806,54,35,0.961168668,52,37,0.967439223,94,63,,,,,,,
,,,,,,,,,,,,,,,,,
2963,0.01,0.989280554,20,12,0.988583588,21,13,0.989765439,34,24,,,,,,,
,,,,,,,,,,,,,,,,,
2964,0.005,0.99330423,19,9,0.993056958,17,10,0.992308672,37,23,,,,,,,
,,,,,,,,,,,,,,,,,
2965,0.05,0.991393373,18,9,0.990727078,19,10,0.987727566,44,29,,,,,,,
,,,,,,,,,,,,,,,,,
2966,0.01,0.937904892,66,49,0.93480996,66,54,0.941612467,93,70,,,,,,,
,,,,,,,,,,,,,,,,,
2967,0.005,0.988317358,31,18,0.988366133,32,17,0.986416918,45,29,,,,,,,
,,,,,,,,,,,,,,,,,
2968,0.05,0.032484581,33,33,0.032494059,33,33,0.017186338,34,33,,,,,,,
,,,,,,,,,,,,,,,,,
2969,0.01,0.992139073,26,15,0.991736693,22,14,0.994063051,33,25,,,,,,,
,,,,,,,,,,,,,,,,,
2970,0.005,0.991408908,15,9,0.991876485,17,10,0.992723642,30,16,,,,,,,
,,,,,,,,,,,,,,,,,
2971,0.05,0.991486585,24,14,0.991022196,22,12,0.987472832,39,22,,,,,,,
,,,,,,,,,,,,,,,,,
2972,0.01,0.956267769,60,43,0.952672372,59,42,0.957685371,87,63,,,,,,,
,,,,,,,,,,,,,,,,,
2973,0.005,0.953657817,44,29,0.954831394,43,30,0.966777736,63,47,,,,,,,
,,,,,,,,,,,,,,,,,
2974,0.05,0.018083239,33,33,0.018079868,33,33,0.009564857,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
2975,0.01,0.91554941,95,63,0.915736009,86,63,0.929327707,130,99,,,,,,,
,,,,,,,,,,,,,,,,,
2976,0.005,0.991750687,23,13,0.991457107,24,13,0.990878874,35,23,,,,,,,
,,,,,,,,,,,,,,,,,
2977,0.05,0.908076869,70,53,0.906400957,73,57,0.879182057,95,80,,,,,,,
,,,,,,,,,,,,,,,,,
2978,0.01,0.972735323,27,17,0.973656824,25,14,0.980582684,45,27,,,,,,,
,,,,,,,,,,,,,,,,,
2979,0.005,0.978638786,22,11,0.978735963,21,9,0.986486764,33,21,,,,,,,
,,,,,,,,,,,,,,,,,
2980,0.05,0.961969271,57,39,0.95995713,63,39,0.972118936,84,65,,,,,,,
,,,,,,,,,,,,,,,,,
2981,0.01,0.951653746,58,40,0.948447523,59,43,0.940868808,79,66,,,,,,,
,,,,,,,,,,,,,,,,,
2982,0.005,0.994096537,16,10,0.994796602,15,9,0.995751692,25,14,,,,,,,
,,,,,,,,,,,,,,,,,
2983,0.05,0.989964113,31,20,0.989375748,26,19,0.987255075,54,39,,,,,,,
,,,,,,,,,,,,,,,,,
2984,0.01,0.994547065,15,7,0.994889797,15,7,0.995418894,30,19,,,,,,,
,,,,,,,,,,,,,,,,,
2985,0.005,0.923146235,55,41,0.923797394,61,43,0.936636934,83,69,,,,,,,
,,,,,,,,,,,,,,,,,
2986,0.05,0.989156271,30,17,0.987387583,28,20,0.969415467,51,34,,,,,,,
,,,,,,,,,,,,,,,,,
2987,0.01,0.991579798,34,16,0.991969681,28,16,0.993717927,44,30,,,,,,,
,,,,,,,,,,,,,,,,,
2988,0.005,0.941384828,50,41,0.942793681,54,44,0.954053355,79,59,,,,,,,
,,,,,,,,,,,,,,,,,
2989,0.05,0.927232053,72,49,0.927960113,73,46,0.936961515,104,73,,,,,,,
,,,,,,,,,,,,,,,,,
2990,0.01,0.973853874,29,19,0.971171619,32,20,0.978470856,51,40,,,,,,,
,,,,,,,,,,,,,,,,,
2991,0.005,0.98949805,23,13,0.989779593,25,14,0.993397455,33,19,,,,,,,
,,,,,,,,,,,,,,,,,
2992,0.05,0.970653576,47,33,0.969121325,53,28,0.95952603,68,53,,,,,,,
,,,,,,,,,,,,,,,,,
2993,0.01,0.946325094,50,36,0.942762616,51,37,0.912708358,70,54,,,,,,,
,,,,,,,,,,,,,,,,,
2994,0.005,0.935061909,67,48,0.933396499,71,47,0.955741995,94,72,,,,,,,
,,,,,,,,,,,,,,,,,
2995,0.05,0.920054685,87,64,0.919836598,83,62,0.913320542,116,94,,,,,,,
,,,,,,,,,,,,,,,,,
2996,0.01,0.935170657,59,42,0.937528153,58,44,0.954357392,83,63,,,,,,,
,,,,,,,,,,,,,,,,,
2997,0.005,0.992729419,15,10,0.992668645,15,11,0.992053938,19,16,,,,,,,
,,,,,,,,,,,,,,,,,
2998,0.05,0.985676335,25,14,0.984187882,23,13,0.981264714,46,30,,,,,,,
,,,,,,,,,,,,,,,,,
2999,0.01,0.992434246,26,16,0.992280331,25,15,0.994350654,41,27,,,,,,,
,,,,,,,,,,,,,,,,,
3000,0.005,0.994081002,19,9,0.993709324,16,11,0.994186309,29,21,,,,,,,
,,,,,,,,,,,,,,,,,
3001,0.05,0.921996613,64,43,0.920085118,63,41,0.941546729,112,75,,,,,,,
,,,,,,,,,,,,,,,,,
3002,0.01,0.990958381,19,10,0.990835806,20,12,0.992707208,29,22,,,,,,,
,,,,,,,,,,,,,,,,,
3003,0.005,0.985722941,34,23,0.984017024,30,21,0.988619136,46,33,,,,,,,
,,,,,,,,,,,,,,,,,
3004,0.05,0.953129612,52,37,0.952237461,50,34,0.96273075,85,62,,,,,,,
,,,,,,,,,,,,,,,,,
3005,0.01,0.979555376,25,14,0.981842469,25,17,0.984526955,39,25,,,,,,,
,,,,,,,,,,,,,,,,,
3006,0.005,0.992139073,15,12,0.99068048,15,12,0.990620031,36,21,,,,,,,
,,,,,,,,,,,,,,,,,
3007,0.05,0.898103124,88,71,0.900980103,96,74,0.923990616,122,101,,,,,,,
,,,,,,,,,,,,,,,,,
3008,0.01,0.993412978,15,10,0.993786987,16,8,0.993570017,30,20,,,,,,,
,,,,,,,,,,,,,,,,,
3009,0.005,0.991952648,16,7,0.991923083,22,8,0.992485343,29,20,,,,,,,
,,,,,,,,,,,,,,,,,
3010,0.05,0.859792757,125,93,0.859787826,129,94,0.859781175,177,140,,,,,,,
,,,,,,,,,,,,,,,,,
3011,0.01,0.987105594,29,15,0.988459328,26,16,0.986786693,45,29,,,,,,,
,,,,,,,,,,,,,,,,,
3012,0.005,0.993987789,16,9,0.994687874,16,10,0.995118965,28,22,,,,,,,
,,,,,,,,,,,,,,,,,
3013,0.05,0.020631049,33,33,0.020627204,33,33,0.010912482,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
3014,0.01,0.983905296,19,9,0.982510368,23,10,0.987411203,38,24,,,,,,,
,,,,,,,,,,,,,,,,,
3015,0.005,0.947164008,66,49,0.945993383,64,46,0.96071342,87,65,,,,,,,
,,,,,,,,,,,,,,,,,
3016,0.05,0.950410912,74,52,0.9469564,75,51,0.949455814,119,82,,,,,,,
,,,,,,,,,,,,,,,,,
3017,0.01,0.990678743,25,16,0.989220422,26,16,0.983047853,51,31,,,,,,,
,,,,,,,,,,,,,,,,,
3018,0.005,0.896549581,118,86,0.893089576,118,86,0.919080821,157,125,,,,,,,
,,,,,,,,,,,,,,,,,
3019,0.05,0.984697603,28,18,0.983395722,32,21,0.985069292,55,34,,,,,,,
,,,,,,,,,,,,,,,,,
3020,0.01,0.995075269,16,8,0.995060655,15,6,0.996359767,27,16,,,,,,,
,,,,,,,,,,,,,,,,,
3021,0.005,0.984169398,34,26,0.984203414,37,23,0.984769363,52,42,,,,,,,
,,,,,,,,,,,,,,,,,
3022,0.05,0.052711709,33,33,0.052717417,33,33,0.071995267,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
3023,0.01,0.996628812,16,6,0.996784766,11,5,0.997670415,23,12,,,,,,,
,,,,,,,,,,,,,,,,,
3024,0.005,0.994267427,18,10,0.994470418,19,13,0.99492586,41,20,,,,,,,
,,,,,,,,,,,,,,,,,
3025,0.05,0.964641365,72,45,0.964943073,67,41,0.963712709,114,81,,,,,,,
,,,,,,,,,,,,,,,,,
3026,0.01,0.997483261,11,4,0.997561392,10,4,0.997617003,24,13,,,,,,,
,,,,,,,,,,,,,,,,,
3027,0.005,0.973077102,35,26,0.969509638,35,26,0.963219675,59,41,,,,,,,
,,,,,,,,,,,,,,,,,
3028,0.05,0.99255853,15,8,0.993569531,11,9,0.990213278,26,14,,,,,,,
,,,,,,,,,,,,,,,,,
3029,0.01,0.988115397,19,13,0.988319535,21,12,0.988319207,34,23,,,,,,,
,,,,,,,,,,,,,,,,,
3030,0.005,0.993459585,12,8,0.992870567,18,13,0.989371012,33,21,,,,,,,
,,,,,,,,,,,,,,,,,
3031,0.05,0.848420824,100,67,0.849909135,102,67,0.887949842,137,101,,,,,,,
,,,,,,,,,,,,,,,,,
3032,0.01,0.994515994,16,10,0.994501483,20,14,0.995653085,35,25,,,,,,,
,,,,,,,,,,,,,,,,,
3033,0.005,0.969317529,46,32,0.96707103,44,30,0.967677523,72,55,,,,,,,
,,,,,,,,,,,,,,,,,
3034,0.05,0.791700974,187,133,0.790574859,181,132,0.845857078,247,194,,,,,,,
,,,,,,,,,,,,,,,,,
3035,0.01,0.992729419,17,8,0.993274413,13,10,0.993044114,27,19,,,,,,,
,,,,,,,,,,,,,,,,,
3036,0.005,0.906321366,78,58,0.903123592,81,64,0.889823371,99,83,,,,,,,
,,,,,,,,,,,,,,,,,
3037,0.05,0.95306747,49,31,0.950994859,48,32,0.960524424,64,52,,,,,,,
,,,,,,,,,,,,,,,,,
3038,0.01,0.93655331,60,44,0.932650937,64,45,0.950926698,98,77,,,,,,,
,,,,,,,,,,,,,,,,,
3039,0.005,0.985536516,38,23,0.986331371,38,20,0.985603412,52,35,,,,,,,
,,,,,,,,,,,,,,,,,
3040,0.05,0.981559446,28,19,0.981423091,29,23,0.982517842,45,37,,,,,,,
,,,,,,,,,,,,,,,,,
3041,0.01,0.995354907,11,7,0.994485951,11,6,0.993389238,28,18,,,,,,,
,,,,,,,,,,,,,,,,,
3042,0.005,0.94362193,46,31,0.944859508,51,33,0.950561031,75,60,,,,,,,
,,,,,,,,,,,,,,,,,
3043,0.05,0.87657102,77,56,0.874419472,75,53,0.867538241,115,86,,,,,,,
,,,,,,,,,,,,,,,,,
3044,0.01,0.964470475,51,33,0.962426803,51,31,0.973622689,68,48,,,,,,,
,,,,,,,,,,,,,,,,,
3045,0.005,0.985909366,24,12,0.983908296,23,15,0.987094839,44,27,,,,,,,
,,,,,,,,,,,,,,,,,
3046,0.05,0.972036229,30,17,0.972072506,33,15,0.978474964,48,34,,,,,,,
,,,,,,,,,,,,,,,,,
3047,0.01,0.983252808,29,20,0.984529597,27,16,0.987041427,43,29,,,,,,,
,,,,,,,,,,,,,,,,,
3048,0.005,0.970964284,42,31,0.969478573,46,34,0.967533722,72,50,,,,,,,
,,,,,,,,,,,,,,,,,
3049,0.05,0.016622909,33,33,0.01661981,33,33,0.008792437,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
3050,0.01,0.93726794,52,34,0.934390581,53,40,0.931706596,70,59,,,,,,,
,,,,,,,,,,,,,,,,,
3051,0.005,0.986064721,30,16,0.985741135,31,14,0.988286338,50,31,,,,,,,
,,,,,,,,,,,,,,,,,
3052,0.05,0.056580031,33,33,0.056569485,33,33,0.038822307,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
3053,0.01,0.989342696,24,17,0.991115391,24,18,0.991326713,38,27,,,,,,,
,,,,,,,,,,,,,,,,,
3054,0.005,0.993211018,18,10,0.993880182,16,7,0.9948971,29,20,,,,,,,
,,,,,,,,,,,,,,,,,
3055,0.05,0.935248334,68,43,0.934903155,61,50,0.933329499,93,72,,,,,,,
,,,,,,,,,,,,,,,,,
3056,0.01,0.99619382,13,5,0.996225595,14,4,0.993771339,19,15,,,,,,,
,,,,,,,,,,,,,,,,,
3057,0.005,0.97590455,23,16,0.978223389,22,15,0.983820273,42,26,,,,,,,
,,,,,,,,,,,,,,,,,
3058,0.05,0.979570912,43,22,0.978922353,43,27,0.982028916,65,52,,,,,,,
,,,,,,,,,,,,,,,,,
3059,0.01,0.962637294,67,48,0.959926065,69,48,0.96388938,96,76,,,,,,,
,,,,,,,,,,,,,,,,,
3060,0.005,0.986173469,24,14,0.986284774,29,15,0.988389053,38,25,,,,,,,
,,,,,,,,,,,,,,,,,
3061,0.05,0.994407246,13,9,0.994361691,13,8,0.993142721,25,16,,,,,,,
,,,,,,,,,,,,,,,,,
3062,0.01,0.991750687,24,12,0.992249266,24,12,0.99267023,43,31,,,,,,,
,,,,,,,,,,,,,,,,,
3063,0.005,0.974894748,36,24,0.975334338,39,22,0.974949772,55,36,,,,,,,
,,,,,,,,,,,,,,,,,
3064,0.05,0.981792478,37,23,0.98111244,34,25,0.980147171,52,34,,,,,,,
,,,,,,,,,,,,,,,,,
3065,0.01,0.99619382,15,7,0.996489648,15,7,0.995155943,29,21,,,,,,,
,,,,,,,,,,,,,,,,,
3066,0.005,0.993086734,22,12,0.993849117,18,13,0.989284731,41,20,,,,,,,
,,,,,,,,,,,,,,,,,
3067,0.05,0.982911029,35,26,0.982137587,41,28,0.980307407,59,44,,,,,,,
,,,,,,,,,,,,,,,,,
3068,0.01,0.985008312,28,11,0.986781815,20,12,0.987287944,36,26,,,,,,,
,,,,,,,,,,,,,,,,,
3069,0.005,0.973838338,45,28,0.972569547,41,30,0.980262212,63,48,,,,,,,
,,,,,,,,,,,,,,,,,
3070,0.05,0.993863506,18,11,0.992047343,19,11,0.988171296,46,29,,,,,,,
,,,,,,,,,,,,,,,,,
3071,0.01,0.929919682,67,49,0.930258927,72,48,0.951148563,107,78,,,,,,,
,,,,,,,,,,,,,,,,,
3072,0.005,0.991346766,26,14,0.992295864,21,13,0.992563406,41,27,,,,,,,
,,,,,,,,,,,,,,,,,
3073,0.05,0.954294769,61,37,0.953014088,59,41,0.960409382,96,69,,,,,,,
,,,,,,,,,,,,,,,,,
3074,0.01,0.950830369,55,40,0.950544415,52,40,0.966773628,78,55,,,,,,,
,,,,,,,,,,,,,,,,,
3075,0.005,0.983982973,24,11,0.984389804,22,13,0.981503014,42,30,,,,,,,
,,,,,,,,,,,,,,,,,
3076,0.05,0.969131104,46,30,0.971249282,52,30,0.964140005,79,53,,,,,,,
,,,,,,,,,,,,,,,,,
3077,0.01,0.994360639,17,11,0.994097638,24,12,0.994790276,38,23,,,,,,,
,,,,,,,,,,,,,,,,,
3078,0.005,0.911246097,80,59,0.908389121,77,58,0.933723926,108,79,,,,,,,
,,,,,,,,,,,,,,,,,
3079,0.05,0.978328077,48,30,0.978953418,43,28,0.969978348,72,53,,,,,,,
,,,,,,,,,,,,,,,,,
3080,0.01,0.997001662,8,4,0.996753701,11,4,0.997510179,20,11,,,,,,,
,,,,,,,,,,,,,,,,,
3081,0.005,0.992682813,15,9,0.991954148,16,11,0.992271695,27,16,,,,,,,
,,,,,,,,,,,,,,,,,
3082,0.05,0.99075642,32,13,0.990540688,28,14,0.990369406,54,32,,,,,,,
,,,,,,,,,,,,,,,,,
3083,0.01,0.987074524,28,21,0.987900157,29,19,0.987620742,48,31,,,,,,,
,,,,,,,,,,,,,,,,,
3084,0.005,0.982802281,40,26,0.983085072,39,25,0.983269718,49,39,,,,,,,
,,,,,,,,,,,,,,,,,
3085,0.05,0.992822632,20,10,0.991829888,23,10,0.993598777,46,27,,,,,,,
,,,,,,,,,,,,,,,,,
3086,0.01,0.989777688,18,13,0.989670866,17,12,0.9879823,25,16,,,,,,,
,,,,,,,,,,,,,,,,,
3087,0.005,0.986049185,25,18,0.985399419,29,20,0.985480153,32,23,,,,,,,
,,,,,,,,,,,,,,,,,
3088,0.05,0.860010253,92,70,0.862785604,89,72,0.878130251,128,101,,,,,,,
,,,,,,,,,,,,,,,,,
3089,0.01,0.996457922,9,7,0.996225595,13,6,0.996072164,24,13,,,,,,,
,,,,,,,,,,,,,,,,,
3090,0.005,0.976215259,31,23,0.975318805,30,21,0.979863676,39,31,,,,,,,
,,,,,,,,,,,,,,,,,
3091,0.05,0.962357657,40,24,0.961883164,38,24,0.971946374,54,40,,,,,,,
,,,,,,,,,,,,,,,,,
3092,0.01,0.919790582,76,48,0.920861745,73,48,0.945844341,109,74,,,,,,,
,,,,,,,,,,,,,,,,,
3093,0.005,0.927620438,85,57,0.929466768,87,58,0.937097099,119,91,,,,,,,
,,,,,,,,,,,,,,,,,
3094,0.05,0.937625254,60,39,0.938382442,54,42,0.946551023,87,64,,,,,,,
,,,,,,,,,,,,,,,,,
3095,0.01,0.997157017,11,6,0.997048819,11,6,0.996524111,22,13,,,,,,,
,,,,,,,,,,,,,,,,,
3096,0.005,0.978747534,33,24,0.97969898,36,22,0.987057862,50,34,,,,,,,
,,,,,,,,,,,,,,,,,
3097,0.05,0.989591263,23,14,0.989173825,24,16,0.984017486,51,31,,,,,,,
,,,,,,,,,,,,,,,,,
3098,0.01,0.971989622,33,17,0.972212299,34,17,0.97824899,44,33,,,,,,,
,,,,,,,,,,,,,,,,,
3099,0.005,0.945765819,54,38,0.943306255,55,42,0.964674125,81,63,,,,,,,
,,,,,,,,,,,,,,,,,
3100,0.05,0.989373767,32,15,0.988272938,31,15,0.989301166,50,35,,,,,,,
,,,,,,,,,,,,,,,,,
3101,0.01,0.991688546,21,15,0.990897936,20,15,0.988693091,41,31,,,,,,,
,,,,,,,,,,,,,,,,,
3102,0.005,0.986639532,27,15,0.986284774,24,13,0.985693801,37,28,,,,,,,
,,,,,,,,,,,,,,,,,
3103,0.05,0.970296261,49,41,0.969105792,52,40,0.96566841,72,56,,,,,,,
,,,,,,,,,,,,,,,,,
3104,0.01,0.989870901,22,14,0.989298085,24,13,0.991688271,44,28,,,,,,,
,,,,,,,,,,,,,,,,,
3105,0.005,0.981171061,31,20,0.981733741,30,17,0.983031419,51,34,,,,,,,
,,,,,,,,,,,,,,,,,
3106,0.05,0.986732744,27,16,0.985399419,29,19,0.981231845,51,37,,,,,,,
,,,,,,,,,,,,,,,,,
3107,0.01,0.994360639,15,8,0.995169382,10,6,0.992214174,23,16,,,,,,,
,,,,,,,,,,,,,,,,,
3108,0.005,0.968571828,38,22,0.968313633,34,25,0.977184859,58,38,,,,,,,
,,,,,,,,,,,,,,,,,
3109,0.05,0.853128059,114,75,0.85717836,113,77,0.895406979,151,113,,,,,,,
,,,,,,,,,,,,,,,,,
3110,0.01,0.98079821,27,18,0.981858002,30,19,0.986462112,47,39,,,,,,,
,,,,,,,,,,,,,,,,,
3111,0.005,0.981062313,43,25,0.982308445,40,22,0.982575362,56,41,,,,,,,
,,,,,,,,,,,,,,,,,
3112,0.05,0.01559757,33,33,0.015610196,33,33,0.008254208,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
3113,0.01,0.993692616,23,9,0.993476336,21,10,0.995636651,27,18,,,,,,,
,,,,,,,,,,,,,,,,,
3114,0.005,0.991859435,23,13,0.992093941,20,13,0.990895308,34,21,,,,,,,
,,,,,,,,,,,,,,,,,
3115,0.05,0.982615856,24,16,0.983224865,21,18,0.983154677,37,29,,,,,,,
,,,,,,,,,,,,,,,,,
3116,0.01,0.951622676,46,33,0.951647225,42,32,0.967402246,60,48,,,,,,,
,,,,,,,,,,,,,,,,,
3117,0.005,0.994624742,14,7,0.995417903,14,7,0.994375306,26,17,,,,,,,
,,,,,,,,,,,,,,,,,
3118,0.05,0.939955569,56,41,0.941768534,65,47,0.95552013,110,80,,,,,,,
,,,,,,,,,,,,,,,,,
3119,0.01,0.990321428,23,10,0.991208586,24,10,0.988623244,39,25,,,,,,,
,,,,,,,,,,,,,,,,,
3120,0.005,0.991859435,15,7,0.992311396,15,7,0.99195944,22,13,,,,,,,
,,,,,,,,,,,,,,,,,
3121,0.05,0.98331495,27,16,0.984715988,23,19,0.985866363,54,33,,,,,,,
,,,,,,,,,,,,,,,,,
3122,0.01,0.918656496,94,69,0.918128019,92,65,0.933904705,119,93,,,,,,,
,,,,,,,,,,,,,,,,,
3123,0.005,0.990057326,26,14,0.990820273,30,12,0.986310094,44,34,,,,,,,
,,,,,,,,,,,,,,,,,
3124,0.05,0.969208781,47,36,0.96798745,45,33,0.972714685,63,48,,,,,,,
,,,,,,,,,,,,,,,,,
3125,0.01,0.985707406,17,12,0.98828847,19,12,0.991018567,35,20,,,,,,,
,,,,,,,,,,,,,,,,,
3126,0.005,0.996302568,11,7,0.995495566,14,8,0.994962838,26,15,,,,,,,
,,,,,,,,,,,,,,,,,
3127,0.05,0.016622909,34,34,0.016604278,35,34,0.008788328,34,34,,,,,,,
,,,,,,,,,,,,,,,,,
3128,0.01,0.976479361,33,22,0.978347649,30,18,0.981975504,53,40,,,,,,,
,,,,,,,,,,,,,,,,,
3129,0.005,0.991036058,21,13,0.991923083,19,13,0.992000526,37,24,,,,,,,
,,,,,,,,,,,,,,,,,
3130,0.05,0.956609548,53,37,0.955390566,51,36,0.964090702,75,53,,,,,,,
,,,,,,,,,,,,,,,,,
3131,0.01,0.997250229,10,5,0.996815831,11,7,0.996980168,27,14,,,,,,,
,,,,,,,,,,,,,,,,,
3132,0.005,0.960555547,41,27,0.960236716,42,27,0.966346332,58,46,,,,,,,
,,,,,,,,,,,,,,,,,
3133,0.05,0.928272926,75,57,0.923626536,79,63,0.907046686,109,90,,,,,,,
,,,,,,,,,,,,,,,,,
3134,0.01,0.995960789,14,5,0.995619826,15,10,0.995414785,26,19,,,,,,,
,,,,,,,,,,,,,,,,,
3135,0.005,0.98983983,20,11,0.988769979,21,13,0.990825462,33,22,,,,,,,
,,,,,,,,,,,,,,,,,
3136,0.05,0.970156442,44,32,0.970022212,45,29,0.96644083,73,53,,,,,,,
,,,,,,,,,,,,,,,,,
3137,0.01,0.995712222,17,10,0.995293643,15,7,0.992333324,28,18,,,,,,,
,,,,,,,,,,,,,,,,,
3138,0.005,0.991362302,21,9,0.992730775,18,8,0.991947114,33,25,,,,,,,
,,,,,,,,,,,,,,,,,
3139,0.05,0.921421802,91,64,0.920457899,95,72,0.927170684,121,98,,,,,,,
,,,,,,,,,,,,,,,,,
3140,0.01,0.990321428,24,15,0.989810658,26,15,0.988688982,53,26,,,,,,,
,,,,,,,,,,,,,,,,,
3141,0.005,0.994205285,19,9,0.994672341,15,9,0.995813321,28,17,,,,,,,
,,,,,,,,,,,,,,,,,
3142,0.05,0.848327611,131,99,0.854677622,132,102,0.856995534,179,143,,,,,,,
,,,,,,,,,,,,,,,,,
3143,0.01,0.861423977,98,70,0.863080723,96,65,0.818653935,138,100,,,,,,,
,,,,,,,,,,,,,,,,,
3144,0.005,0.867187621,88,63,0.86766282,90,65,0.886672063,122,87,,,,,,,
,,,,,,,,,,,,,,,,,
3145,0.05,0.091239572,108,103,0.091175968,109,101,0.109178236,120,109,,,,,,,
,,,,,,,,,,,,,,,,,
3146,0.01,0.961161429,50,32,0.960345444,45,32,0.971342408,71,49,,,,,,,
,,,,,,,,,,,,,,,,,
3147,0.005,0.900340226,100,72,0.899846228,95,70,0.917055273,144,103,,,,,,,
,,,,,,,,,,,,,,,,,
3148,0.05,0.058319999,35,33,0.058309129,35,34,0.072143177,35,35,,,,,,,
,,,,,,,,,,,,,,,,,
3149,0.01,0.99201479,21,13,0.991690095,22,13,0.993311174,37,25,,,,,,,
,,,,,,,,,,,,,,,,,
3150,0.005,0.993677081,18,9,0.994377223,15,11,0.995307961,30,19,,,,,,,
,,,,,,,,,,,,,,,,,
3151,0.05,0.977069708,37,27,0.974806232,38,29,0.976868496,61,49,,,,,,,
,,,,,,,,,,,,,,,,,
3152,0.01,0.992247821,25,14,0.99068048,21,14,0.992201848,41,28,,,,,,,
,,,,,,,,,,,,,,,,,
3153,0.005,0.987090059,29,18,0.98687501,29,19,0.988508203,45,37,,,,,,,
,,,,,,,,,,,,,,,,,
3154,0.05,0.975982228,23,15,0.97510135,20,13,0.975352417,46,30,,,,,,,
,,,,,,,,,,,,,,,,,
3155,0.01,0.996240426,17,6,0.99650518,16,7,0.996441939,27,17,,,,,,,
,,,,,,,,,,,,,,,,,
3156,0.005,0.99130016,25,13,0.992156071,24,12,0.993068766,35,21,,,,,,,
,,,,,,,,,,,,,,,,,
3157,0.05,0.946154205,38,26,0.948261133,45,29,0.946674281,62,51,,,,,,,
,,,,,,,,,,,,,,,,,
3158,0.01,0.994624742,14,6,0.994035507,16,8,0.993541257,24,16,,,,,,,
,,,,,,,,,,,,,,,,,
3159,0.005,0.980611785,29,16,0.980599866,29,21,0.983943531,47,31,,,,,,,
,,,,,,,,,,,,,,,,,
3160,0.05,0.991315695,17,7,0.99043196,18,9,0.98700445,43,27,,,,,,,
,,,,,,,,,,,,,,,,,
3161,0.01,0.910748963,80,57,0.910532611,84,63,0.926603695,118,83,,,,,,,
,,,,,,,,,,,,,,,,,
3162,0.005,0.985769548,17,11,0.986719684,13,11,0.985225419,30,22,,,,,,,
,,,,,,,,,,,,,,,,,
3163,0.05,0.988628066,27,19,0.988272938,30,18,0.987066079,49,33,,,,,,,
,,,,,,,,,,,,,,,,,
3164,0.01,0.991657475,20,9,0.992140538,18,10,0.98943675,33,20,,,,,,,
,,,,,,,,,,,,,,,,,
3165,0.005,0.9945626,9,3,0.994517016,13,7,0.993894598,21,14,,,,,,,
,,,,,,,,,,,,,,,,,
3166,0.05,0.017104507,33,33,0.017101319,33,33,0.009047171,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
3167,0.01,0.910547002,79,57,0.909957907,79,52,0.930930067,108,84,,,,,,,
,,,,,,,,,,,,,,,,,
3168,0.005,0.979866085,34,20,0.978565105,34,20,0.970927438,45,40,,,,,,,
,,,,,,,,,,,,,,,,,
3169,0.05,0.868228495,75,58,0.866994921,78,61,0.87789606,99,81,,,,,,,
,,,,,,,,,,,,,,,,,
3170,0.01,0.995727757,12,4,0.996132399,11,6,0.995102531,25,13,,,,,,,
,,,,,,,,,,,,,,,,,
3171,0.005,0.980673927,32,22,0.981034777,24,18,0.987078405,38,25,,,,,,,
,,,,,,,,,,,,,,,,,
3172,0.05,0.902018052,99,68,0.903838089,96,64,0.923735882,139,102,,,,,,,
,,,,,,,,,,,,,,,,,
3173,0.01,0.961487673,39,27,0.963498548,37,27,0.961978874,56,42,,,,,,,
,,,,,,,,,,,,,,,,,
3174,0.005,0.978219329,30,21,0.978565105,25,16,0.987140034,42,29,,,,,,,
,,,,,,,,,,,,,,,,,
3175,0.05,0.89648744,100,64,0.893633215,94,59,0.895370001,158,110,,,,,,,
,,,,,,,,,,,,,,,,,
3176,0.01,0.989917507,15,7,0.990463025,17,8,0.991597882,27,16,,,,,,,
,,,,,,,,,,,,,,,,,
3177,0.005,0.980363218,26,21,0.981127973,23,18,0.977801151,44,24,,,,,,,
,,,,,,,,,,,,,,,,,
3178,0.05,0.968882537,31,23,0.970193069,29,21,0.977747739,45,34,,,,,,,
,,,,,,,,,,,,,,,,,
3179,0.01,0.979850549,35,21,0.980258151,33,22,0.981659141,59,39,,,,,,,
,,,,,,,,,,,,,,,,,
3180,0.005,0.980658392,30,22,0.979590252,30,21,0.982558928,42,33,,,,,,,
,,,,,,,,,,,,,,,,,
3181,0.05,0.93366372,48,37,0.929963809,52,38,0.92071605,95,66,,,,,,,
,,,,,,,,,,,,,,,,,
3182,0.01,0.991952648,14,6,0.991767758,11,5,0.991437646,31,17,,,,,,,
,,,,,,,,,,,,,,,,,
3183,0.005,0.995075269,16,7,0.995371305,17,10,0.993549474,29,22,,,,,,,
,,,,,,,,,,,,,,,,,
3184,0.05,0.983221737,32,18,0.982292913,36,20,0.985056966,50,35,,,,,,,
,,,,,,,,,,,,,,,,,
